Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.089345209300518,0.0900086773230436,0.089345209300518,0.089345209300518,902400,0.0,0.0
1962-01-03 00:00:00-05:00,0.089345236161999,0.0906721726059913,0.089345236161999,0.0906721726059913,1200000,0.0,0.0
1962-01-04 00:00:00-05:00,0.0906722123679796,0.0913356268888156,0.0904510202022602,0.0908933505415916,1088000,0.0,0.0
1962-01-05 00:00:00-05:00,0.0908933769169526,0.091335653392516,0.0886818325627664,0.0889030247926712,1222400,0.0,0.0
1962-01-08 00:00:00-05:00,0.0889030017768088,0.0895664163184043,0.0875760647093997,0.0886818096041679,1388800,0.0,0.0
1962-01-09 00:00:00-05:00,0.0886817622805119,0.0893452304601669,0.0882394861554621,0.088460624217987,1065600,0.0,0.0
1962-01-10 00:00:00-05:00,0.0884607013195129,0.0884607013195129,0.0877972325615848,0.088018424808979,828800,0.0,0.0
1962-01-11 00:00:00-05:00,0.088239556087203,0.0889030247926712,0.088239556087203,0.0889030247926712,617600,0.0,0.0
1962-01-12 00:00:00-05:00,0.0891240653155079,0.0902298092842102,0.0891240653155079,0.0902298092842102,1398400,0.0,0.0
1962-01-15 00:00:00-05:00,0.0902298092842102,0.0902298092842102,0.0893452033108355,0.0902298092842102,966400,0.0,0.0
1962-01-16 00:00:00-05:00,0.0902297880024531,0.0902297880024531,0.0895663201808929,0.0895663201808929,569600,0.0,0.0
1962-01-17 00:00:00-05:00,0.089566322162202,0.0902297899984389,0.088460578429842,0.0891240462660789,832000,0.0,0.0
1962-01-18 00:00:00-05:00,0.0891240712903652,0.0895663473106707,0.0886817412779923,0.089345209300518,844800,0.0,0.0
1962-01-19 00:00:00-05:00,0.0893452228302586,0.0900086909532547,0.0893452228302586,0.0900086909532547,720000,0.0,0.0
1962-01-22 00:00:00-05:00,0.0900086712888825,0.0902298092842102,0.0897875332935548,0.0902298092842102,745600,0.0,0.0
1962-01-23 00:00:00-05:00,0.0900086500592834,0.0900086500592834,0.0893451822377232,0.0895663201808929,908800,0.0,0.0
1962-01-24 00:00:00-05:00,0.0895663201808929,0.0897875121161137,0.0889029063513837,0.0895663201808929,841600,0.0,0.0
1962-01-25 00:00:00-05:00,0.0895663582413429,0.0902298263448382,0.0895663582413429,0.0897875502705574,1078400,0.0,0.0
1962-01-26 00:00:00-05:00,0.0897875332935548,0.0902298092842102,0.0895663413061633,0.0902298092842102,832000,0.0,0.0
1962-01-29 00:00:00-05:00,0.0902298068668179,0.0917778807767642,0.0902298068668179,0.0915567427873611,1462400,0.0,0.0
1962-01-30 00:00:00-05:00,0.0917779118391329,0.0924413800239563,0.0917779118391329,0.0924413800239563,1843200,0.0,0.0
1962-01-31 00:00:00-05:00,0.0926625170718526,0.093768261373043,0.0926625170718526,0.093768261373043,1718400,0.0,0.0
1962-02-01 00:00:00-05:00,0.0937683222194512,0.0955375358462333,0.0937683222194512,0.0955375358462333,2371200,0.0,0.0
1962-02-02 00:00:00-05:00,0.0955374956983011,0.0975278466939926,0.0953163575859114,0.0975278466939926,2310400,0.0,0.0
1962-02-05 00:00:00-05:00,0.0977490027826299,0.0990758849601673,0.0977490027826299,0.0984124168753624,1977600,0.0,0.0
1962-02-06 00:00:00-05:00,0.0981913324304044,0.0981913324304044,0.0968644495287472,0.0970855876803398,1446400,0.0,0.0
1962-02-07 00:00:00-05:00,0.0979352071881294,0.0979352071881294,0.0963700194330047,0.0979352071881294,1126400,0.01875,0.0
1962-02-08 00:00:00-05:00,0.0979352071881294,0.0983823724959132,0.0977115699452968,0.0979352071881294,684800,0.0,0.0
1962-02-09 00:00:00-05:00,0.0972644752415019,0.0972644752415019,0.0968172550201416,0.0968172550201416,563200,0.0,0.0
1962-02-12 00:00:00-05:00,0.0968172170769103,0.0972644371230025,0.0965936343483437,0.0970408543944358,428800,0.0,0.0
1962-02-13 00:00:00-05:00,0.0970408515761496,0.0970408515761496,0.0950284433106181,0.0963700488209724,873600,0.0,0.0
1962-02-14 00:00:00-05:00,0.0963700845294543,0.0974880531430244,0.0956992815257212,0.0974880531430244,636800,0.0,0.0
1962-02-15 00:00:00-05:00,0.0974880399403573,0.0979352600786055,0.0970408743910793,0.0977116227149963,742400,0.0,0.0
1962-02-16 00:00:00-05:00,0.0977115699452968,0.0983823724959132,0.0974879872914049,0.0979352071881294,816000,0.0,0.0
1962-02-19 00:00:00-05:00,0.0979352539928434,0.0999476080174858,0.0979352539928434,0.0995003879070282,1657600,0.0,0.0
1962-02-20 00:00:00-05:00,0.0995003740579864,0.1001711768358232,0.0990532085987346,0.0999475941061973,800000,0.0,0.0
1962-02-21 00:00:00-05:00,0.0999476245003145,0.0999476245003145,0.0983824357390403,0.0983824357390403,681600,0.0,0.0
