Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04 00:00:00+09:00,4226.358077178805,4303.84130859375,3986.864452805339,4303.84130859375,74195000,0.0,0.0
2000-01-05 00:00:00+09:00,4085.478891899081,4268.621049122144,3888.248876428091,3930.512451171875,74680000,0.0,0.0
2000-01-06 00:00:00+09:00,4050.259312531278,4071.391100248832,3930.512515465136,3958.688232421875,54390000,0.0,0.0
2000-01-07 00:00:00+09:00,3916.425017980032,3993.908246753018,3775.5464202109656,3902.337158203125,40305000,0.0,0.0
2000-01-10 00:00:00+09:00,3944.6003709922006,4064.3471679687495,3930.512512524372,4064.34716796875,46880000,0.0,0.0
2000-01-11 00:00:00+09:00,4099.566814138323,4296.796832687933,4064.3471679687495,4064.34716796875,59745000,0.0,0.0
2000-01-12 00:00:00+09:00,3951.643503042368,4043.2145646101935,3944.599575229458,4029.126708984375,29220000,0.0,0.0
2000-01-13 00:00:00+09:00,3944.599558066988,4043.2145470186624,3916.423846937938,4022.082763671875,41190000,0.0,0.0
2000-01-14 00:00:00+09:00,4029.127616450472,4141.830486840695,4000.951898852916,4106.61083984375,49375000,0.0,0.0
2000-01-17 00:00:00+09:00,4226.355660860656,4353.146330686476,4170.004252049181,4296.794921875,63505000,0.0,0.0
2000-01-18 00:00:00+09:00,4339.058478483606,4339.058478483606,4212.267808657787,4296.794921875,45260000,0.0,0.0
2000-01-19 00:00:00+09:00,4226.356864775587,4254.532577207425,4198.18115234375,4198.18115234375,40205000,0.0,0.0
2000-01-20 00:00:00+09:00,4127.742952258382,4254.53369140625,4099.567232447745,4254.53369140625,37315000,0.0,0.0
2000-01-21 00:00:00+09:00,4191.135602678572,4212.267378826531,4141.828125,4141.828125,32535000,0.0,0.0
2000-01-24 00:00:00+09:00,4085.477102179276,4155.9163625616775,4015.037841796875,4015.037841796875,34355000,0.0,0.0
2000-01-25 00:00:00+09:00,3888.2471600700815,3972.774272245519,3831.895751953125,3831.895751953125,44250000,0.0,0.0
2000-01-26 00:00:00+09:00,3874.160610672331,3888.248467438412,3810.7652552249656,3860.07275390625,29285000,0.0,0.0
2000-01-27 00:00:00+09:00,3860.072821133379,3958.687820213429,3824.8531786047897,3888.24853515625,27900000,0.0,0.0
2000-01-28 00:00:00+09:00,3972.77569265464,4141.829977448454,3902.336407323884,4099.56640625,38315000,0.0,0.0
2000-01-31 00:00:00+09:00,3972.7760259156585,4036.1713880313337,3916.424592923947,3930.512451171875,39630000,0.0,0.0
2000-02-01 00:00:00+09:00,3944.598324424342,4000.949729058976,3705.10485472715,3747.368408203125,71470000,0.0,0.0
2000-02-02 00:00:00+09:00,3676.931685267857,3782.590641741072,3599.4484505208334,3698.0634765625,64105000,0.0,0.0
2000-02-03 00:00:00+09:00,3698.063293813962,3845.98582556652,3500.8332514772173,3613.5361328125,142765000,0.0,0.0
2000-02-04 00:00:00+09:00,3613.5361328125,3613.5361328125,3613.5361328125,3613.5361328125,0,0.0,0.0
2000-02-07 00:00:00+09:00,3620.579748255606,3754.41440821058,3550.1404535424617,3691.01904296875,64140000,0.0,0.0
2000-02-08 00:00:00+09:00,3761.458153487569,3860.073161256906,3740.326366108425,3824.853515625,58460000,0.0,0.0
2000-02-09 00:00:00+09:00,3916.423863977818,4029.126708984375,3860.072441474541,4029.126708984375,51050000,0.0,0.0
2000-02-10 00:00:00+09:00,3986.863930596246,4141.830373128256,3944.600355360243,4057.30322265625,61845000,0.0,0.0
2000-02-11 00:00:00+09:00,4198.179918791118,4198.179918791118,4000.9499897203946,4015.037841796875,34660000,0.0,0.0
2000-02-14 00:00:00+09:00,3944.598447664963,3986.862002461373,3761.456376880518,3789.632080078125,44140000,0.0,0.0
2000-02-15 00:00:00+09:00,3789.633737417368,3817.8094529371992,3620.5794442983774,3662.843017578125,38315000,0.0,0.0
2000-02-16 00:00:00+09:00,3648.7553251953127,3662.84318359375,3366.998157226563,3521.964599609375,73115000,0.0,0.0
2000-02-17 00:00:00+09:00,3479.701149767778,3592.404021015317,3458.569361408864,3578.316162109375,65185000,0.0,0.0
2000-02-18 00:00:00+09:00,3782.5904697634137,3965.732652656987,3634.667937426297,3733.282958984375,108750000,0.0,0.0
2000-02-21 00:00:00+09:00,3662.8425480769233,3705.106115939349,3543.095772466716,3571.271484375,26485000,0.0,0.0
2000-02-22 00:00:00+09:00,3521.9621658325195,3691.016349792481,3521.9621658325195,3606.4892578125,24180000,0.0,0.0
2000-02-23 00:00:00+09:00,3676.931519029669,3705.107239482004,3592.4043576726654,3620.580078125,27720000,0.0,0.0
2000-02-24 00:00:00+09:00,3606.4911242603553,3691.018259985208,3564.227556397929,3571.271484375,26075000,0.0,0.0
2000-02-25 00:00:00+09:00,3578.31356048584,3627.621030807495,3507.874317169189,3606.4892578125,27875000,0.0,0.0
2000-02-28 00:00:00+09:00,3521.963755289714,3557.183392842611,3381.085205078125,3381.085205078125,30140000,0.0,0.0
2000-02-29 00:00:00+09:00,3451.522922515869,3620.57710647583,3409.259376525879,3606.4892578125,51820000,0.0,0.0
2000-03-01 00:00:00+09:00,3606.4892578125,3606.4892578125,3606.4892578125,3606.4892578125,0,0.0,0.0
2000-03-02 00:00:00+09:00,4141.828125,4141.828125,3888.2468112244896,4141.828125,117750000,0.0,0.0
2000-03-03 00:00:00+09:00,4367.235498046875,4402.455139160156,4141.829794921875,4226.35693359375,140990000,0.0,0.0
2000-03-06 00:00:00+09:00,4226.357577709442,4261.577224190354,3944.6004058621456,3972.776123046875,39150000,0.0,0.0
2000-03-07 00:00:00+09:00,3944.600373943505,3972.776090900245,3860.073223073288,3958.688232421875,30070000,0.0,0.0
2000-03-08 00:00:00+09:00,3888.247340846706,4226.355805268158,3874.159488162479,4170.00439453125,32460000,0.0,0.0
2000-03-09 00:00:00+09:00,4205.225755793344,4212.269685032529,3958.688232421875,3958.688232421875,55890000,0.0,0.0
2000-03-10 00:00:00+09:00,4078.435405414458,4085.4793353029104,3888.2492984262185,3902.337158203125,28605000,0.0,0.0
2000-03-13 00:00:00+09:00,3860.071441768219,3867.1153677568473,3634.665810132119,3648.753662109375,32215000,0.0,0.0
2000-03-14 00:00:00+09:00,3641.711004978407,3789.633502279271,3634.667076535509,3669.88671875,30060000,0.0,0.0
2000-03-15 00:00:00+09:00,3662.842158564815,3803.720703125,3606.490740740741,3803.720703125,46105000,0.0,0.0
