label,threshold,sizing,periods_per_year,symbol,cost_label,round_trip_bps,strat_sharpe_ratio,strat_sortino_ratio,strat_max_drawdown,strat_cagr,strat_calmar_ratio,strat_win_rate,strat_profit_factor,strat_total_trades,strat_initial_capital,strat_final_capital,strat_total_return,strat_periods_per_year,strat_alpha,strat_beta,strat_exposure,strat_n_entries,strat_trades_per_day,strat_turnover_per_day,strat_n_days,bh_sharpe_ratio,bh_sortino_ratio,bh_max_drawdown,bh_cagr,bh_calmar_ratio,bh_win_rate,bh_profit_factor,bh_total_trades,bh_initial_capital,bh_final_capital,bh_total_return,bh_periods_per_year,bh_alpha,bh_beta,bh_exposure,bh_n_entries,bh_trades_per_day,bh_turnover_per_day,bh_n_days,sharpe_edge,beats_benchmark
TSLA/frictionless,0.5,binary,98280,TSLA,frictionless,0.0,0.43755783857896635,0.49654239974184367,0.33116351625869894,0.14330721719840533,0.4327385420272453,0.0,0.0,0,100000.0407000407,117857.41239101715,0.1785736442302186,98280,0.15190695996110434,0.46521183280485695,0.3853152420919933,1641,5.276527331189711,10.54983922829582,311.0,0.14018077270597987,0.13832711017094576,0.5094796397353575,-0.03768698387430747,-0.07397152100893271,0.0,0.0,0,100000.0407000407,95396.40132192618,-0.04603637504432179,98280,6.7221466430343255e-15,0.9999999999999992,0.9999917063380165,1,0.003215434083601286,0.003215434083601286,311.0,0.2973770658729865,True
TSLA/ultra_low_1bp,0.5,binary,98280,TSLA,ultra_low_1bp,2.0,-0.26307274915494455,-0.29880475220114366,0.3761364910499449,-0.12500258453314328,-0.33233304267876773,0.0,0.0,0,100000.0407000407,84889.04845706286,-0.1511098609280035,98280,-0.11553268157644972,0.4652350728680004,0.3853152420919933,1641,5.276527331189711,10.54983922829582,311.0,0.1400347973385582,0.1381827691436415,0.509479639735356,-0.03776610707568795,-0.07412682299788302,0.0,0.0,0,100000.0407000407,95386.77846666808,-0.04613260355773774,98280,-8.177743291359588e-05,1.000002251219308,0.9999917063380165,1,0.003215434083601286,0.003215434083601286,311.0,-0.4031075464935028,False
TSLA/low_2bp,0.5,binary,98280,TSLA,low_2bp,4.0,-0.9632977167291376,-1.0767903780799823,0.4345490782364299,-0.330363716256601,-0.7602448901683238,0.0,0.0,0,100000.0407000407,61140.94908169878,-0.3885907580268225,98280,-0.38297232311431645,0.4652583129311441,0.3853152420919933,1641,5.276527331189711,10.54983922829582,311.0,0.13988881899177943,0.13803842239879383,0.5094796397353575,-0.037845231752972386,-0.07428212788371798,0.0,0.0,0,100000.0407000407,95377.15561140995,-0.046228832071154025,98280,-0.00016355486583328956,1.0000045024386126,0.9999917063380165,1,0.003215434083601286,0.003215434083601286,311.0,-1.103186535720917,False
TSLA/mid_5bp,0.5,binary,98280,TSLA,mid_5bp,10.0,-3.0578129102232725,-3.4447395586018303,0.787693598586545,-0.6999000873943066,-0.888543576652423,0.0,0.0,0,100000.0407000407,22839.582394401237,-0.771604269013143,98280,-1.1852912477274635,0.46532803312057686,0.3853152420919933,1641,5.276527331189711,10.54983922829582,311.0,0.1394508661899047,0.13760534808014172,0.5094796397353512,-0.038082614641913204,-0.07474805992580036,0.0,0.0,0,100000.0407000407,95348.28704564758,-0.046517517611282644,98280,-0.0004088871644904354,1.0000112560965353,0.9999917063380165,1,0.003215434083601286,0.003215434083601286,311.0,-3.1972637764131773,False
TSLA/high_10bp,0.5,binary,98280,TSLA,high_10bp,20.0,-6.506346711907294,-7.273067299073481,0.9585402971677243,-0.921281263779589,-0.9611294032204722,0.0,0.0,0,100000.0407000407,4422.448640580823,-0.9557755315935684,98280,-2.522489455416162,0.46544423343629665,0.3853152420919933,1641,5.276527331189711,10.54983922829582,311.0,0.13872088633413437,0.13688344526069937,0.5094796397353524,-0.03847828232480199,-0.07552467129950359,0.0,0.0,0,100000.0407000407,95300.17276936407,-0.04699866017829246,98280,-0.0008177743290304024,1.0000225121930744,0.9999917063380165,1,0.003215434083601286,0.003215434083601286,311.0,-6.645067598241428,False
TSLA/lab_default_15bp,0.5,binary,98280,TSLA,lab_default_15bp,30.0,-9.865067585138956,-10.923980902742546,0.9919102677214718,-0.979365241684623,-0.9873526603715211,0.0,0.0,0,100000.0407000407,855.6190827713157,-0.9914438126546585,98280,-3.8596876631049213,0.4655604337520172,0.3853152420919933,1641,5.276527331189711,10.54983922829582,311.0,0.13799083456948597,0.13616140447628425,0.5094796397353639,-0.03887398694496724,-0.07630135517321032,0.0,0.0,0,100000.0407000407,95252.05849308675,-0.04747980274524044,98280,-0.001226661493516072,1.0000337682896088,0.9999917063380165,1,0.003215434083601286,0.003215434083601286,311.0,-10.003058419708442,False
AMD/frictionless,0.5,binary,98280,AMD,frictionless,0.0,-0.10568889184609631,-0.12124515167415165,0.3441261388093769,-0.05047600426616072,-0.14667878598469697,0.0,0.0,0,100000.0407000407,93842.76282335068,-0.061572753706764294,98280,-0.16297451126676285,0.2745938719647749,0.3188181049209693,1635,5.257234726688103,10.514469453376206,311.0,0.8924898911137188,1.0100592196376403,0.4178196309887724,0.5126933536277569,1.2270686095204895,0.0,0.0,0,100000.0407000407,166168.23938335045,0.6616817175283691,98280,-4.7450446892007e-15,1.0000000000000009,0.9999917071633523,1,0.003215434083601286,0.003215434083601286,311.0,-0.9981787829598151,False
AMD/ultra_low_1bp,0.5,binary,98280,AMD,ultra_low_1bp,2.0,-0.9016289718772004,-1.025628139664724,0.4238622240036336,-0.2726199680445258,-0.6431806200360728,0.0,0.0,0,100000.0407000407,67668.47525897883,-0.32331552282106935,98280,-0.4294676599902972,0.27456012343184105,0.3188181049209693,1635,5.257234726688103,10.514469453376206,311.0,0.8923623775613987,1.0099148704042145,0.41781963098875036,0.5125700951729304,1.2267736055387286,0.0,0.0,0,100000.0407000407,166151.6266320234,0.6615155900827125,98280,-8.147356692477236e-05,0.9999999523064705,0.9999917071633523,1,0.003215434083601286,0.003215434083601286,311.0,-1.793991349438599,False
AMD/low_2bp,0.5,binary,98280,AMD,low_2bp,4.0,-1.697198169130472,-1.936058896104021,0.5640536597191635,-0.44280754218512086,-0.7850450654031571,0.0,0.0,0,100000.0407000407,48793.030582152816,-0.512069892766224,98280,-0.6959608087141679,0.2745263748989075,0.3188181049209693,1635,5.257234726688103,10.514469453376206,311.0,0.8922348461897074,1.0097705211703876,0.4178196309887769,0.512446834438036,1.2264785960997626,0.0,0.0,0,100000.0407000407,166135.01388065013,0.6613494626365939,98280,-0.00016294713407189585,0.9999999046129415,0.9999917071633523,1,0.003215434083601286,0.003215434083601286,311.0,-2.5894330153201794,False
AMD/mid_5bp,0.5,binary,98280,AMD,mid_5bp,10.0,-4.076188295556456,-4.640789861964234,0.8265710143609039,-0.7495809777556393,-0.9068561136700487,0.0,0.0,0,100000.0407000407,18288.865035167026,-0.8171114240840546,98280,-1.4954402548851835,0.27442512930010715,0.3188181049209693,1635,5.257234726688103,10.514469453376206,311.0,0.8918521452373047,1.009345601828547,0.4178196309887849,0.512077038552692,1.225593535040093,0.0,0.0,0,100000.0407000407,166085.17562658334,0.6608510802987677,98280,-0.00040736783525303807,0.9999997615323539,0.9999917071633523,1,0.003215434083601286,0.003215434083601286,311.0,-4.968040440793761,False
AMD/high_10bp,0.5,binary,98280,AMD,high_10bp,20.0,-7.983387431628742,-9.012797975489233,0.9652427041404755,-0.9340007404912785,-0.9676330486465399,0.0,0.0,0,100000.0407000407,3561.372220960516,-0.9643862922851884,98280,-2.827905998503798,0.27425638663544,0.3188181049209693,1635,5.257234726688103,10.514469453376206,311.0,0.8912139546496555,1.0086225587078583,0.4178196309887787,0.5114606664575203,1.2241183240891247,0.0,0.0,0,100000.0407000407,166002.11186982293,0.6600204430692334,98280,-0.0008147356704684488,0.9999995230647076,0.9999917071633523,1,0.003215434083601286,0.003215434083601286,311.0,-8.874601386278398,False
AMD/lab_default_15bp,0.5,binary,98280,AMD,lab_default_15bp,30.0,-11.764662298260367,-13.079118956485473,0.9931555286623805,-0.9826171534398276,-0.9893889980789349,0.0,0.0,0,100000.0407000407,692.934628367166,-0.993070656536574,98280,-4.160371742122423,0.27408764397077273,0.3188181049209693,1635,5.257234726688103,10.514469453376206,311.0,0.8905753203073978,1.007898240662315,0.4178196309887808,0.510844237308312,1.222642976586299,0.0,0.0,0,100000.0407000407,165919.04811305326,0.6591898058396064,98280,-0.001222103505728979,0.9999992845970609,0.9999917071633523,1,0.003215434083601286,0.003215434083601286,311.0,-12.655237618567766,False
NFLX/frictionless,0.5,binary,98280,NFLX,frictionless,0.0,0.3235345818671979,0.4511897239422017,0.21825612411893472,0.09458796790202406,0.43338059027603765,0.0,0.0,0,100000.0407000407,111677.6915881512,0.11677646135303776,98280,0.062962513754725,0.4604999277535554,0.33283931292307434,1631,5.244372990353698,10.488745980707396,311.0,0.23467790434279703,0.24390857256849377,0.43960895428127866,0.06031174920485016,0.13719408719382087,0.0,0.0,0,100000.0407000407,107419.03745102716,0.07418993731453005,98280,2.6638847377968844e-15,0.9999999999999988,0.9999916738133102,1,0.003215434083601286,0.003215434083601286,311.0,0.08885667752440088,True
NFLX/ultra_low_1bp,0.5,binary,98280,NFLX,ultra_low_1bp,2.0,-0.7359866823755077,-1.0272079313135227,0.40619980830919894,-0.16185478096049177,-0.3984609978872468,0.0,0.0,0,100000.0407000407,80592.11456849749,-0.1940791823251259,98280,-0.20396797923064972,0.46049665711365584,0.33283931292307434,1631,5.244372990353698,10.488745980707396,311.0,0.23445748993404744,0.24367945560623214,0.4396089542812657,0.0602250075370836,0.13699677167756485,0.0,0.0,0,100000.0407000407,107408.29854075248,0.07408254825549054,98280,-8.18094991562631e-05,0.9999998352260794,0.9999916738133102,1,0.003215434083601286,0.003215434083601286,311.0,-0.9704441723095552,False
NFLX/low_2bp,0.5,binary,98280,NFLX,low_2bp,4.0,-1.794340074033535,-2.4975508607211383,0.5492544846708924,-0.358234629012563,-0.6522197615322403,0.0,0.0,0,100000.0407000407,58157.335897521974,-0.41842687772527776,98280,-0.470898472216343,0.46049338647375615,0.33283931292307434,1631,5.244372990353698,10.488745980707396,311.0,0.23423706155525012,0.2434503386440636,0.4396089542812606,0.06013826429350266,0.13679945257672427,0.0,0.0,0,100000.0407000407,107397.55963048214,0.07397515919649456,98280,-0.00016361899828230776,0.9999996704521603,0.9999916738133102,1,0.003215434083601286,0.003215434083601286,311.0,-2.028577135588785,False
NFLX/mid_5bp,0.5,binary,98280,NFLX,mid_5bp,10.0,-4.949559317031026,-6.824029247895292,0.8096937205762369,-0.7119434807437159,-0.8792750427125027,0.0,0.0,0,100000.0407000407,21850.195017924634,-0.7814981387511001,98280,-1.2716899511729867,0.46048357455405603,0.33283931292307434,1631,5.244372990353698,10.488745980707396,311.0,0.23357569299045108,0.2427649029754422,0.439608954281259,0.059878025105694954,0.13620747376175002,0.0,0.0,0,100000.0407000407,107365.34289965787,0.07365299201937403,98280,-0.00040904749576029583,0.9999991761304008,0.9999916738133102,1,0.003215434083601286,0.003215434083601286,311.0,-5.183135010021477,False
NFLX/high_10bp,0.5,binary,98280,NFLX,high_10bp,20.0,-10.069167186355017,-13.507936596350412,0.9595994914059245,-0.9242444172954962,-0.9631564267936106,0.0,0.0,0,100000.0407000407,4271.591219240891,-0.9572841051929777,98280,-2.6063424161008597,0.46046722135455537,0.33283931292307434,1631,5.244372990353698,10.488745980707396,311.0,0.2324731363125391,0.24161858917615173,0.43960895428127605,0.05944426159162308,0.13522077067062815,0.0,0.0,0,100000.0407000407,107311.64834828173,0.0731160467241494,98280,-0.0008180949915754302,0.999998352260803,0.9999916738133102,1,0.003215434083601286,0.003215434083601286,311.0,-10.301640322667556,False
NFLX/lab_default_15bp,0.5,binary,98280,NFLX,lab_default_15bp,30.0,-14.900524206636549,-19.244805115925757,0.991695945376245,-0.9800904619694488,-0.9882973370407468,0.0,0.0,0,100000.0407000407,834.3901646161435,-0.9916561017498086,98280,-3.940994881028757,0.4604508681550556,0.33283931292307434,1631,5.244372990353698,10.488745980707396,311.0,0.23137023922300815,0.24047152262929142,0.43960895428126884,0.05901045863943488,0.1342339778677007,0.0,0.0,0,100000.0407000407,107257.95379691197,0.07257910142898893,98280,-0.001227142487342115,0.999997528391206,0.9999916738133102,1,0.003215434083601286,0.003215434083601286,311.0,-15.131894445859556,False
