year,strat_sharpe,bh_sharpe,edge,strat_maxDD,bh_maxDD,strat_totret,bh_totret,avg_expo
2021,1.0707629774093959,1.1392192032045898,-0.06845622579519395,0.19688133655350545,0.19688133655350545,0.3043621383748918,0.3338926635841686,0.9801715101879346
2022,-1.049041092280154,-0.9382047236090455,-0.11083636867110858,0.26749031418114316,0.31147628193066224,-0.22967751718948914,-0.26825834997489006,0.8239088967307205
2023,1.7078078498968767,1.74097993522748,-0.03317208533060323,0.16177888296899906,0.1617788829690268,0.45900015220187274,0.48149294954695754,0.9851031125130324
2024,0.9579967321617309,1.000991509924025,-0.0429947777622941,0.16371977010350286,0.16573388629720193,0.2697178955175239,0.3005402001159523,0.9595794265182592
2025,-1.8289597484934752,-1.0512138257911392,-0.777745922702336,0.25087719874235875,0.32232232232231844,-0.1669101864663487,-0.15132997304389317,0.7984362889583597
