ticker,IS_strat_sh,IS_bh_sh,IS_edge,OOS_strat_sh,OOS_bh_sh,OOS_edge,OOS_strat_DD,OOS_bh_DD,OOS_strat_ret,OOS_bh_ret,OOS_expo,OOS_dd_ok,OOS_beats
AAPL,0.3880090929868326,0.3968873029761583,-0.008878209989325703,1.164310289543501,0.9556355444836754,0.20867474505982553,0.15548465207040504,0.1554846520704027,0.30928125929903283,0.2715421688390638,0.9353869984352855,True,True
MSFT,0.5417292687527714,0.5012600494215484,0.04046921933122294,0.1722359424478983,0.2829526694295137,-0.11071672698161539,0.33725569960552976,0.3549513747079621,0.05277012191920072,0.08216111430536022,0.9432337329868085,True,False
NVDA,1.287854097097959,1.1428522529954381,0.14500184410252093,1.8834369491352871,1.9111582273755865,-0.027721278240299352,0.22378719341278108,0.22471457433211556,0.8932757022276907,0.92429326136677,0.9940717025169803,True,False
AMZN,0.22526879498611546,0.16239972143200532,0.06286907355411014,1.0359316602409674,1.1178018376273924,-0.08187017738642499,0.23641848265522306,0.2406643836717085,0.3704503416383904,0.4283310468328869,0.9546853434703665,True,False
META,0.6449862243439187,0.514600186123952,0.13038603821996675,0.5428573732368605,0.6395474258523506,-0.09669005261549013,0.3441615092519122,0.34573798503490993,0.18031499326096823,0.22383594619768443,0.9830072857613322,True,False
TSLA,0.3061555469431719,0.2977925314386087,0.008363015504563198,0.6528156012129915,0.7554485620303752,-0.10263296081738371,0.32306669330737925,0.3230666933073407,0.2577048672987461,0.3214366380742546,0.979624245268768,True,False
AMD,0.2251506056263908,0.1985431473110892,0.02660745831530159,2.2716661722895495,2.1773057643392395,0.09436040795030998,0.2749304954576138,0.29405588524061294,2.4740454481967116,2.4635224864489285,0.931196378521025,True,True
NFLX,0.6067707061589369,0.545370979726912,0.06139972643202496,-0.6334664501329245,-0.5712144423317637,-0.0622520078011608,0.4355540183267317,0.4396089542812737,-0.1931732439453776,-0.1848215168427817,0.9710402282345362,True,False
