ticker,bars,lag1,lag2,lag3,lag5,lag10,mean_abs_ret_bps
AAPL,406535,0.00020362219154715212,-0.0003210709415386384,0.0010900706499264333,-0.002578560174995576,0.004548661753446203,4.790206157534723
MSFT,405730,-0.006023204560779723,-0.00734440093207346,-0.001785440132338709,-0.00013515977112478201,0.006392028510361656,4.5135052235158035
NVDA,405423,0.0032737702748904564,-0.007663060746296919,-0.0015046110341021383,-0.004007239523378441,0.0054618426972124256,8.958797121261933
AMZN,400835,-0.011178097564092632,-0.0018746342830520699,-0.001639978263526005,-0.0011094490432498017,0.003137968348175622,5.915934356124305
META,404647,-0.018855027445879084,-0.00365331145468519,-0.004483623901995017,0.001053643820604525,0.0014098615563862087,6.59280699991775
TSLA,404276,0.006901024089722413,-0.006464357038635572,-0.002281496743804045,-0.003351330531979419,-5.498140862822468e-05,10.112531467458872
AMD,404895,0.00842166435999273,-0.010030878207914045,-0.003065968181673476,0.004992006640608249,0.006144794865769959,8.723015091017723
NFLX,402196,-0.02643358081262378,-0.004760769511878312,-0.00541365243127926,0.004694285850454616,0.0018132379882227483,6.865443704665098
