ticker,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
ASML,1995-03-15 00:00:00-05:00,1.5717429568075405,1.7976812097913677,1.532449086648655,1.768210768699646,71337728,0.0,0.0
ASML,1995-03-16 00:00:00-05:00,1.945032358169556,2.003972793282982,1.8664453678354376,1.945032358169556,17607744,0.0,0.0
ASML,1995-03-17 00:00:00-05:00,1.9548561115573664,1.9548561115573664,1.8664458220953988,1.8762691020965576,13216075,0.0,0.0
ASML,1995-03-20 00:00:00-05:00,1.866445779800415,1.8762690595789715,1.8271520451249728,1.866445779800415,5498827,0.0,0.0
ASML,1995-03-21 00:00:00-05:00,1.866445865772004,1.9745028716552333,1.8467986897486928,1.9548561573028564,6312768,0.0,0.0
ASML,1995-03-22 00:00:00-05:00,1.9646794471238027,2.337968531305004,1.9646794471238027,2.190617799758911,14026731,0.0,0.0
ASML,1995-03-23 00:00:00-05:00,2.170970309352888,2.229910751465181,2.1316771942456523,2.141500473022461,6550955,0.0,0.0
ASML,1995-03-24 00:00:00-05:00,2.161147553308599,2.1709708344614365,2.112031147544412,2.1513242721557617,1577781,0.0,0.0
ASML,1995-03-27 00:00:00-05:00,2.14150105898948,2.1807949542999268,2.112031214595384,2.1807949542999268,1945739,0.0,0.0
ASML,1995-03-28 00:00:00-05:00,2.190617764804662,2.337968493999576,2.180794485451866,2.249558210372925,10769323,0.0,0.0
ASML,1995-03-29 00:00:00-05:00,2.279028572731593,2.3281457502466774,2.220088113603825,2.2593820095062256,3939936,0.0,0.0
ASML,1995-03-30 00:00:00-05:00,2.239734753968044,2.239734753968044,2.072736709817325,2.1316771507263184,2329301,0.0,0.0
ASML,1995-03-31 00:00:00-05:00,2.1022065270248795,2.210263967514038,2.0727365398227784,2.210263967514038,3544875,0.0,0.0
ASML,1995-04-03 00:00:00-04:00,2.200440761002461,2.200440761002461,2.131677044929988,2.161146879196167,2472213,0.0,0.0
ASML,1995-04-04 00:00:00-04:00,2.151323701678536,2.161146980226485,2.013796263104392,2.033442974090576,2035264,0.0,0.0
ASML,1995-04-05 00:00:00-04:00,2.0334435384325342,2.0334435384325342,1.9646798000614496,1.9843263626098635,3745280,0.0,0.0
ASML,1995-04-06 00:00:00-04:00,2.0039735407195867,2.0334435384325342,1.9843263626098635,1.9843263626098635,2031979,0.0,0.0
ASML,1995-04-07 00:00:00-04:00,1.9843263626098635,2.0137968219937936,1.954856364896916,1.9843263626098635,1200789,0.0,0.0
ASML,1995-04-10 00:00:00-04:00,1.9843258881419936,2.121853947561436,1.954855897475552,2.082560062408448,2306304,0.0,0.0
ASML,1995-04-11 00:00:00-04:00,2.082560062408448,2.112030668636052,2.06291350455768,2.082560062408448,1878389,0.0,0.0
ASML,1995-04-12 00:00:00-04:00,2.092383223857195,2.136588361265256,2.092383223857195,2.121853828430176,3177739,0.0,0.0
ASML,1995-04-13 00:00:00-04:00,2.1415005054122034,2.1415005054122034,2.06291350455768,2.082560062408448,602037,0.0,0.0
ASML,1995-04-17 00:00:00-04:00,2.06291373754252,2.102207011572116,2.01379656791687,2.01379656791687,770411,0.0,0.0
ASML,1995-04-18 00:00:00-04:00,2.013796293829007,2.043266283812766,1.9548558521906272,1.9745025634765625,1040629,0.0,0.0
ASML,1995-04-19 00:00:00-04:00,1.9745028716552333,1.994150047678544,1.954856157302856,1.9548561573028564,1360128,0.0,0.0
ASML,1995-04-20 00:00:00-04:00,1.9646795914242003,1.994150047678544,1.954856157302856,1.9548561573028564,1312491,0.0,0.0
ASML,1995-04-21 00:00:00-04:00,1.9843260281449195,1.994149923324585,1.9843260281449195,1.994149923324585,502656,0.0,0.0
ASML,1995-04-24 00:00:00-04:00,1.994149831159636,2.259381446405683,1.994149831159636,2.2397348880767822,4398240,0.0,0.0
ASML,1995-04-25 00:00:00-04:00,2.210264728524414,2.229911290830089,2.1513242721557617,2.1513242721557617,983957,0.0,0.0
ASML,1995-04-26 00:00:00-04:00,2.151324077384086,2.249558418921999,2.151324077384086,2.229911088943481,2085365,0.0,0.0
ASML,1995-04-27 00:00:00-04:00,2.2200875602964096,2.259381446405683,2.2102642811319595,2.2397348880767822,1733013,0.0,0.0
ASML,1995-04-28 00:00:00-04:00,2.229911290830089,2.229911290830089,2.1218544286972496,2.1513242721557617,817227,0.0,0.0
ASML,1995-05-01 00:00:00-04:00,2.170970309352888,2.170970309352888,2.1316771942456523,2.141500473022461,820512,0.0,0.0
ASML,1995-05-02 00:00:00-04:00,2.1709708344614365,2.1709708344614365,2.131677709850087,2.1513242721557617,272683,0.0,0.0
ASML,1995-05-03 00:00:00-04:00,2.1316769758977987,2.220087245284648,2.1316769758977987,2.210263967514038,1546571,0.0,0.0
ASML,1995-05-04 00:00:00-04:00,2.220087957690344,2.436203061908272,2.220087957690344,2.347792148590088,6742325,0.0,0.0
ASML,1995-05-05 00:00:00-04:00,2.3477910403326967,2.4263780200703806,2.3477910403326967,2.3772616386413574,1885781,0.0,0.0
ASML,1995-05-08 00:00:00-04:00,2.3674390098017324,2.4460260110313548,2.3576149613780046,2.416555404663086,1213109,0.0,0.0
ASML,1995-05-09 00:00:00-04:00,2.416555884501365,2.416555884501365,2.3281455867444687,2.347792148590088,2055797,0.0,0.0
ASML,1995-05-10 00:00:00-04:00,2.318322023039704,2.318322023039704,2.2593815752406146,2.26920485496521,3379787,0.0,0.0
ASML,1995-05-11 00:00:00-04:00,2.28885100503492,2.28885100503492,2.2200872898101807,2.2200872898101807,749877,0.0,0.0
ASML,1995-05-12 00:00:00-04:00,2.220087957690344,2.3969093226557456,2.220087957690344,2.347792148590088,1915349,0.0,0.0
ASML,1995-05-15 00:00:00-04:00,2.377262288774003,2.436202578168793,2.3576149613780046,2.416555404663086,1425835,0.0,0.0
ASML,1995-05-16 00:00:00-04:00,2.406732125690815,2.4263786836353565,2.3969088467185444,2.416555404663086,536331,0.0,0.0
ASML,1995-05-17 00:00:00-04:00,2.5246136077189445,2.691611697990259,2.495143609961017,2.6621410846710205,5533323,0.0,0.0
ASML,1995-05-18 00:00:00-04:00,2.7505507556577133,2.819314462993053,2.681787048322374,2.7407267093658447,2813888,0.0,0.0
ASML,1995-05-19 00:00:00-04:00,2.642494397022359,2.7112581322437834,2.642494397022359,2.652317523956299,1774080,0.0,0.0
ASML,1995-05-22 00:00:00-04:00,2.6719635702358384,2.691611051436671,2.5737300114889456,2.613023281097412,607787,0.0,0.0
ASML,1995-05-23 00:00:00-04:00,2.622847413502134,2.7112576961517334,2.563906814694946,2.7112576961517334,2675083,0.0,0.0
ASML,1995-05-24 00:00:00-04:00,2.7701977179418584,2.858607991998833,2.760374593542631,2.789844274520874,5276245,0.0,0.0
ASML,1995-05-25 00:00:00-04:00,2.838961577264282,2.848785009934884,2.701434135437012,2.701434135437012,1796256,0.0,0.0
ASML,1995-05-26 00:00:00-04:00,2.711257239081024,2.730903794257429,2.6817872524261475,2.6817872524261475,509227,0.0,0.0
ASML,1995-05-30 00:00:00-04:00,2.7014346493344994,2.740727771930535,2.563907181345197,2.5798702239990234,1418443,0.0,0.0
ASML,1995-05-31 00:00:00-04:00,2.534435749053955,2.573729472098292,2.4656720415068825,2.534435749053955,2255381,0.0,0.0
ASML,1995-06-01 00:00:00-04:00,2.5442592746243182,2.5688178539276123,2.5147894411311857,2.5688178539276123,292395,0.0,0.0
